KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
1.29,0.16,1.77,16.5
1.28,0.25,2.87,8.6
2.31,0.21,3.59,12.8
1.19,0.22,4.88,28.0
1.2,0.25,1.08,10.8
1.06,0.23,2.21,10.3
0.91,0.17,0.34,4.4
1.52,0.19,1.85,13.6
2.28,0.21,7.6,23.6
1.28,0.22,0.61,4.0
0.92,0.19,0.0,4.1
0.68,0.2,0.65,15.0
0.89,0.16,0.46,9.1
1.35,0.18,0.94,19.8
1.15,0.11,0.0,4.7
1.38,0.18,0.65,12.3
1.59,0.2,2.7,27.0
1.4,0.19,2.11,6.3
1.16,0.16,1.29,9.0
1.09,0.18,1.01,16.2
1.48,0.21,2.01,11.6
0.85,0.2,0.0,6.0
1.72,0.19,0.72,8.6
0.68,0.14,1.72,14.7
1.4,0.19,0.92,10.1
1.42,0.27,0.8,15.2
1.39,0.21,2.07,9.7
0.8,0.22,0.0,8.7
1.88,0.15,1.57,23.6
1.42,0.2,0.0,26.2
0.95,0.24,0.0,6.9
1.31,0.2,6.36,24.3
1.62,0.21,1.21,29.7
2.16,0.16,5.26,12.6
1.11,0.21,2.11,19.7
1.58,0.22,3.24,19.4
0.79,0.18,0.0,9.9
1.22,0.14,0.0,5.4
1.0,0.24,1.14,4.5
1.21,0.18,3.09,15.5
0.59,0.29,0.83,9.1
0.98,0.25,0.75,8.3
1.32,0.18,0.0,6.7
1.16,0.21,1.06,13.8
0.65,0.06,0.0,18.6
0.94,0.24,0.75,6.8
1.17,0.16,0.47,11.4
1.39,0.16,1.21,18.1
0.56,0.2,0.93,8.3
1.13,0.21,0.4,6.0
1.12,0.19,0.82,8.6
0.87,0.15,0.52,5.7
1.21,0.2,1.1,8.3
1.56,0.29,1.44,14.4
0.49,0.23,0.0,8.5
0.9,0.21,0.22,7.6
1.21,0.12,1.63,16.3
0.57,0.26,1.41,14.8
0.95,0.19,0.0,5.3
1.41,0.23,3.36,19.1
1.54,0.26,1.9,10.8
1.26,0.19,1.1,5.5
1.35,0.29,0.86,12.1
0.61,0.15,0.65,7.2
1.65,0.19,4.57,16.8
1.31,0.24,4.6,20.7
0.73,0.2,0.0,7.6
1.34,0.22,1.8,14.4
2.08,0.32,4.12,17.5
0.29,0.24,0.0,6.9
0.42,0.22,0.31,10.4
0.85,0.2,1.22,9.8
0.67,0.14,0.37,13.3
1.46,0.28,1.2,18.7
1.04,0.19,0.0,9.8
1.09,0.24,1.57,11.8
0.72,0.15,0.9,9.9
1.4,0.18,4.76,16.7
1.04,0.2,3.39,16.9
0.81,0.18,2.34,17.3
0.78,0.18,0.44,8.4
2.61,0.22,4.6,17.2
1.17,0.17,1.05,27.4
0.78,0.19,0.85,10.1
1.21,0.19,1.83,16.5
1.39,0.25,0.0,4.4
1.65,0.2,1.79,12.9
1.33,0.21,2.8,14.0
0.97,0.17,1.96,11.8
1.28,0.19,3.57,17.9
0.71,0.09,0.45,10.8
1.38,0.1,2.61,11.3
0.89,0.19,0.51,11.2
1.35,0.18,1.08,19.4
3.0,0.21,7.5,21.2
0.65,0.1,6.25,50.0
0.8,0.28,1.76,2.6
1.27,0.2,1.63,17.1
0.58,0.23,0.0,10.8
1.56,0.22,0.0,9.7
0.56,0.19,0.56,19.7
0.84,0.15,3.47,8.3
1.46,0.24,1.08,8.6
1.87,0.21,1.19,7.1
2.06,0.23,5.26,16.7
0.96,0.19,0.57,7.5
1.53,0.27,4.21,25.3
1.9,0.23,2.33,10.5
1.08,0.27,0.33,5.6
1.37,0.24,2.15,18.3
0.52,0.16,2.94,16.2
1.1,0.18,1.71,21.4
0.75,0.13,1.4,12.6
2.08,0.3,5.26,32.6
1.11,0.23,1.65,15.7
0.9,0.19,2.11,15.8
1.21,0.2,1.47,11.0
1.09,0.22,1.73,13.3
0.52,0.26,0.4,4.0
0.7,0.19,2.35,22.4
1.31,0.14,2.44,24.4
1.34,0.18,0.0,13.3
0.62,0.19,0.32,11.7
2.06,0.23,3.88,20.4
6.01,0.57,13.39,26.8
1.7,0.18,2.44,14.6
1.03,0.11,0.0,7.4
1.43,0.25,0.0,7.8
1.36,0.23,2.48,19.9
0.93,0.24,1.45,15.5
1.75,0.21,10.0,41.2
0.88,0.18,0.16,3.3
1.11,0.25,0.0,6.4
1.95,0.16,3.83,20.1
1.92,0.15,2.75,8.6
1.33,0.16,1.23,13.5
1.38,0.21,1.17,17.5
1.29,0.15,1.45,15.2
1.35,0.14,1.17,19.3
2.64,0.21,8.24,22.4
0.86,0.2,0.47,6.9
2.14,0.24,4.8,9.6
4.22,0.27,14.91,34.6
0.97,0.14,0.0,2.6
0.91,0.25,0.0,8.7
1.83,0.3,7.21,27.9
0.92,0.17,1.02,7.1
0.96,0.21,1.25,8.8
1.29,0.2,1.76,11.6
1.64,0.23,2.46,15.6
1.03,0.16,0.43,3.9
1.15,0.19,2.31,9.2
1.13,0.16,4.72,22.6
0.86,0.2,0.0,4.1
0.83,0.18,0.0,8.8
1.63,0.2,0.67,13.1
1.06,0.27,0.0,5.8
1.3,0.17,0.0,3.4
1.12,0.11,1.38,12.4
0.59,0.21,0.83,15.7
1.64,0.2,1.54,15.4
0.98,0.27,1.45,12.3
1.59,0.24,0.0,9.1
1.3,0.25,0.0,11.0
1.39,0.2,1.9,19.0
1.15,0.23,1.23,6.8
1.46,0.2,1.08,9.2
0.69,0.26,0.69,13.8
1.55,0.17,1.98,11.5
0.73,0.13,0.0,10.3
1.1,0.14,0.0,5.8
1.41,0.36,0.0,2.9
1.79,0.2,7.83,23.5
0.78,0.08,1.0,12.0
1.72,0.19,4.88,17.1
1.02,0.22,0.44,7.1
1.01,0.19,0.68,9.5
1.17,0.21,2.27,20.5
1.51,0.23,1.82,8.9
1.21,0.12,4.07,30.1
0.79,0.22,3.12,29.8
1.34,0.17,4.13,8.3
0.9,0.2,0.93,7.4
1.45,0.21,2.55,16.3
0.64,0.17,0.0,7.4
1.11,0.19,0.44,4.9
1.26,0.33,1.25,11.9
0.84,0.17,2.0,17.3
0.99,0.3,2.11,12.7
3.07,0.21,6.59,21.7
0.97,0.16,0.95,9.5
2.02,0.22,3.85,13.5
1.29,0.25,4.94,25.9
1.05,0.23,1.09,17.4
2.79,0.2,4.73,28.4
1.06,0.16,2.38,16.7
1.31,0.23,5.52,12.4
1.35,0.21,4.14,15.2
0.85,0.23,2.61,13.0
1.11,0.22,0.56,10.6
1.25,0.22,0.36,11.8
1.13,0.27,1.5,8.3
0.88,0.13,1.28,12.8
0.92,0.13,1.37,7.8
1.11,0.21,0.0,11.1
0.48,0.17,0.0,6.9
2.67,0.22,4.67,19.0
1.32,0.18,2.73,18.2
0.89,0.16,1.18,9.4
0.73,0.15,0.5,9.0
1.45,0.16,2.08,17.7
1.81,0.14,2.86,9.5
0.94,0.14,0.51,9.1
1.15,0.29,0.0,6.6
2.44,0.32,6.12,13.1
1.33,0.21,2.26,15.5
1.38,0.18,2.94,12.7
0.86,0.15,0.29,6.9
1.13,0.18,0.58,4.7
1.03,0.24,2.13,10.6
0.86,0.12,2.48,12.4
2.97,0.23,9.64,23.4
1.53,0.21,7.29,15.6
1.54,0.32,3.68,6.6
1.17,0.23,3.57,6.0
0.95,0.09,2.38,11.1
1.29,0.3,5.32,14.9
0.85,0.18,4.55,18.2
1.67,0.23,3.08,14.7
0.72,0.22,0.0,9.4
1.65,0.23,3.31,7.2
0.9,0.22,2.54,11.9
1.45,0.22,2.4,21.6
0.84,0.23,0.99,11.5
1.1,0.22,1.87,9.3
2.31,0.28,6.9,28.7
2.42,0.26,3.95,15.1
1.3,0.19,2.94,13.2
1.33,0.23,1.75,12.2
0.5,0.15,0.0,13.8
1.66,0.2,5.22,29.1
1.53,0.21,2.41,9.0
1.09,0.22,1.32,10.6
1.07,0.19,1.5,15.8
0.99,0.26,0.85,19.9
1.54,0.19,2.56,27.4
1.07,0.2,5.05,19.2
1.13,0.22,0.0,17.5
1.06,0.12,1.64,16.4
0.92,0.23,0.84,13.0
1.39,0.2,1.31,12.4
2.06,0.2,0.97,18.4
1.68,0.24,2.02,15.2
0.95,0.23,1.14,21.0
0.92,0.26,1.65,12.4
0.93,0.19,1.49,11.9
0.62,0.22,0.72,10.3
0.86,0.15,0.87,12.2
2.04,0.24,7.06,16.5
1.5,0.28,3.64,23.5
1.75,0.2,3.23,25.8
0.74,0.25,0.65,10.5
1.34,0.2,4.44,15.6
3.14,0.34,17.78,40.0
0.93,0.26,0.35,7.1
1.81,0.28,4.35,19.6
1.4,0.23,1.4,9.3
2.71,0.22,4.65,17.4
0.9,0.17,2.0,11.0
0.89,0.21,1.49,11.2
1.72,0.26,9.28,23.7
0.66,0.32,1.8,12.6
0.32,0.2,0.0,4.7
1.09,0.2,1.41,10.6
1.28,0.29,0.93,16.7
0.68,0.29,0.0,14.8
1.98,0.23,3.61,14.5
1.07,0.21,2.22,9.6
1.44,0.25,1.14,10.3
1.66,0.21,3.35,19.1
1.29,0.19,0.99,8.9
1.16,0.18,4.38,15.0
1.2,0.15,2.58,17.5
1.83,0.19,5.62,32.9
1.03,0.17,2.27,22.3
1.05,0.16,0.68,9.5
1.14,0.21,2.47,23.5
2.47,0.25,0.0,8.0
0.91,0.14,0.5,9.5
1.36,0.28,2.51,7.9
1.23,0.18,1.13,5.6
2.11,0.25,2.04,8.0
0.81,0.24,0.33,6.9
1.59,0.23,5.22,32.1
4.09,0.2,22.98,56.5
1.98,0.18,3.6,14.4
1.12,0.14,2.07,14.5
1.16,0.25,1.91,15.0
0.95,0.16,1.09,12.0
1.28,0.25,1.97,7.2
0.85,0.24,0.65,16.9
1.51,0.23,2.59,12.9
1.21,0.21,0.88,5.3
1.0,0.21,1.38,15.1
0.6,0.24,1.83,18.8
1.18,0.23,0.0,11.9
1.91,0.17,5.23,33.3
1.09,0.18,0.79,8.4
1.28,0.2,1.03,13.4
1.42,0.23,3.64,18.2
0.91,0.15,0.75,10.9
0.56,0.1,0.0,21.5
1.39,0.25,4.35,24.3
0.95,0.22,0.37,7.3
1.64,0.17,0.0,15.0
1.05,0.21,0.57,14.4
2.0,0.25,0.85,11.9
0.56,0.22,0.9,12.5
2.26,0.28,6.31,19.9
0.72,0.13,0.72,2.9
1.65,0.23,1.76,8.2
0.76,0.14,0.51,8.0
0.82,0.25,0.65,14.2
1.78,0.25,6.52,22.8
0.72,0.18,1.25,23.8
0.86,0.18,0.0,9.1
0.97,0.12,1.71,12.8
0.36,0.18,0.71,17.0
0.71,0.14,0.0,7.8
0.71,0.16,0.74,9.2
2.56,0.27,4.54,18.1
1.08,0.2,0.8,14.8
0.73,0.2,0.0,5.3
0.66,0.13,1.07,12.8
0.87,0.22,4.63,37.0
0.97,0.13,0.44,9.8
0.53,0.32,0.0,17.9
0.72,0.13,0.0,12.6
0.75,0.21,0.73,11.7
0.69,0.19,0.51,8.1
0.71,0.16,0.0,12.2
0.83,0.22,0.0,3.8
1.02,0.17,3.6,16.2
1.83,0.14,4.55,20.8
1.2,0.23,0.81,20.3
0.74,0.21,0.0,4.1
1.02,0.15,1.56,14.1
2.64,0.21,6.9,17.2
0.91,0.2,0.0,15.1
0.68,0.17,1.14,11.4
1.43,0.29,0.85,6.8
1.98,0.18,4.94,11.1
0.35,0.17,0.67,13.4
0.95,0.19,2.14,19.3
1.65,0.19,4.73,30.8
1.33,0.16,2.11,9.2
1.0,0.16,0.89,11.4
0.89,0.22,1.04,17.2
1.12,0.2,2.46,14.8
3.21,0.21,6.16,20.5
1.21,0.23,0.0,10.3
0.53,0.24,0.0,11.4
1.75,0.19,1.9,13.9
0.95,0.22,0.99,4.4
1.01,0.23,0.0,10.4
1.56,0.2,2.65,13.2
1.13,0.23,2.92,21.3
1.11,0.11,2.33,16.3
1.04,0.23,1.83,13.8
0.93,0.19,0.0,8.9
1.26,0.23,2.33,16.3
0.43,0.13,0.42,13.0
0.75,0.19,0.0,5.8
0.97,0.21,3.06,25.5
1.0,0.18,0.87,19.1
0.96,0.13,1.2,10.8
1.14,0.22,2.84,19.0
1.24,0.3,0.0,8.2
1.33,0.15,0.0,7.6
0.71,0.26,0.74,15.5
1.57,0.19,1.95,13.7
0.98,0.18,0.0,11.6
2.24,0.23,3.14,23.6
1.65,0.28,3.88,16.5
0.78,0.21,1.96,18.8
1.23,0.18,3.92,20.6
1.29,0.16,1.2,20.5
0.94,0.27,1.11,7.8
1.71,0.17,2.69,17.7
1.07,0.21,0.72,7.9
1.9,0.19,7.02,33.8
1.75,0.28,2.47,5.6
1.67,0.27,2.3,8.9
0.81,0.26,0.0,9.4
2.07,0.23,1.55,7.7
1.06,0.21,0.94,8.5
2.24,0.21,3.49,26.4
0.95,0.26,1.37,8.2
0.8,0.32,0.93,6.7
0.44,0.15,0.0,7.2
1.31,0.22,0.0,9.8
0.96,0.21,0.84,13.0
0.71,0.19,0.26,8.0
1.35,0.19,0.0,16.1
0.74,0.13,0.0,12.3
2.34,0.14,11.11,38.4
3.08,0.23,6.17,17.3
1.27,0.26,2.46,13.1
0.72,0.18,0.36,6.7
0.47,0.17,1.99,13.9
1.73,0.19,1.07,5.2
1.78,0.23,3.12,15.6
1.91,0.17,6.12,18.4
0.59,0.18,0.0,19.4
0.84,0.34,0.78,17.1
1.16,0.19,0.0,16.3
1.57,0.21,1.7,11.4
1.66,0.22,3.37,28.1
1.08,0.21,0.0,8.7
2.16,0.18,3.18,15.0
1.53,0.18,6.74,23.6
1.41,0.19,1.49,6.0
1.38,0.28,4.96,18.4
0.81,0.19,0.78,11.0
0.68,0.26,0.63,9.7
1.4,0.16,1.4,6.6
0.84,0.19,0.0,13.1
1.58,0.16,2.75,23.9
1.92,0.3,1.51,9.2
2.26,0.24,8.02,26.5
0.9,0.2,1.02,5.8
2.26,0.22,4.76,18.5
1.91,0.32,2.42,7.3
0.72,0.17,1.22,7.3
1.75,0.22,2.13,8.2
2.01,0.21,3.66,18.3
1.98,0.19,8.44,25.3
1.21,0.17,1.4,12.1
1.53,0.2,2.52,10.1
0.8,0.3,0.0,18.8
1.22,0.24,2.63,16.7
1.66,0.28,6.98,18.6
0.82,0.13,1.2,10.6
1.03,0.22,1.67,12.5
0.71,0.15,0.0,7.9
2.36,0.31,9.76,29.3
1.08,0.21,0.82,14.8
0.45,0.17,0.85,11.0
1.75,0.21,3.91,18.0
1.17,0.16,1.81,14.5
1.38,0.2,1.06,5.3
1.81,0.23,2.7,19.4
0.92,0.2,0.0,18.7
1.19,0.16,0.87,6.1
1.17,0.27,2.22,15.6
2.9,0.18,14.29,41.7
1.33,0.15,2.53,12.7
1.59,0.21,4.24,28.0
0.7,0.16,1.25,10.0
2.37,0.26,11.9,34.9
1.35,0.21,4.82,14.5
0.95,0.15,0.67,12.7
0.71,0.12,0.38,9.1
0.68,0.16,0.72,7.2
2.06,0.23,1.96,19.6
0.78,0.14,1.96,9.8
1.64,0.15,10.71,45.5
1.27,0.33,2.48,8.3
0.87,0.24,1.2,8.4
1.34,0.22,1.63,25.2
1.29,0.22,0.92,13.8
1.18,0.27,2.16,9.7
0.92,0.31,3.54,10.6
1.48,0.19,0.0,14.3
1.1,0.28,1.1,9.9
1.61,0.29,6.25,23.8
1.02,0.14,0.0,5.0
0.8,0.09,0.0,14.9
1.59,0.3,2.63,15.1
0.89,0.15,1.92,13.5
0.78,0.26,0.62,9.3
2.87,0.25,11.46,25.0
1.04,0.29,1.39,21.5
1.54,0.32,1.89,15.1
3.92,0.25,12.99,32.9
1.38,0.28,2.93,8.4
1.07,0.25,0.39,5.6
1.08,0.18,0.46,8.3
6.0,0.26,18.84,32.7
1.2,0.24,2.25,7.9
1.12,0.17,1.77,8.8
2.29,0.21,6.32,22.5
0.48,0.17,0.43,11.5
0.56,0.28,0.54,9.7
0.99,0.22,1.14,11.4
1.09,0.14,2.02,17.2
1.19,0.23,1.17,14.0
1.28,0.23,2.26,17.3
0.68,0.19,0.73,8.0
0.85,0.14,0.0,6.6
1.16,0.29,1.25,8.8
1.03,0.18,0.99,11.9
1.8,0.16,9.47,43.8
1.05,0.17,1.65,15.7
1.39,0.17,1.32,9.9
1.64,0.17,3.19,13.8
1.8,0.27,4.55,25.9
1.04,0.24,2.11,6.3
1.02,0.14,1.62,14.5
1.26,0.14,3.33,22.2
1.25,0.19,2.21,14.6
1.04,0.14,1.03,11.8
1.05,0.14,0.0,18.8
1.25,0.21,0.79,11.9
1.59,0.14,1.2,9.6
0.95,0.25,0.7,4.2
1.85,0.16,4.52,27.1
0.87,0.2,1.38,11.0
0.91,0.16,1.4,16.8
1.49,0.22,4.21,22.1
2.91,0.21,9.74,30.3
1.15,0.21,0.89,11.6
1.15,0.12,2.47,11.1
0.86,0.2,0.79,8.7
1.51,0.2,4.04,20.2
0.5,0.15,0.0,5.2
1.24,0.28,2.5,16.2
2.04,0.25,4.78,24.4
1.96,0.23,3.96,16.8
2.03,0.28,3.39,15.3
0.93,0.2,0.0,11.2
1.58,0.2,3.62,19.9
0.82,0.15,1.87,4.9
1.65,0.23,2.59,10.3
1.06,0.23,0.57,9.6
1.37,0.28,1.72,11.2
0.94,0.22,4.55,18.2
0.71,0.21,0.0,12.6
1.16,0.24,0.85,2.5
0.92,0.1,0.0,13.3
1.95,0.24,4.49,15.7
0.57,0.2,0.0,8.8
1.77,0.23,1.55,8.5
0.97,0.19,0.63,7.6
0.75,0.16,2.2,13.2
1.29,0.26,2.46,16.8
1.56,0.19,2.42,18.8
1.16,0.16,0.0,7.0
2.63,0.28,4.93,13.4
1.19,0.16,4.49,28.1
0.95,0.21,1.04,6.2
1.36,0.25,2.44,17.1
1.71,0.19,2.31,6.2
0.52,0.24,0.0,13.3
1.26,0.13,1.23,7.4
1.23,0.24,1.62,5.3
1.15,0.31,1.94,14.6
1.38,0.12,1.0,10.0
0.76,0.26,0.0,11.2
2.04,0.23,3.39,15.3
0.82,0.14,1.01,11.1
0.71,0.25,0.57,12.5
2.28,0.24,4.65,9.3
0.58,0.13,1.1,15.4
0.62,0.2,0.95,7.6
0.98,0.2,1.54,16.4
1.86,0.28,7.07,26.8
2.27,0.23,7.07,20.2
1.36,0.18,1.03,18.6
1.94,0.23,4.58,9.2
0.49,0.18,0.12,7.2
0.86,0.37,0.0,14.4
0.94,0.2,1.15,8.6
1.17,0.16,1.67,12.5
1.14,0.15,0.68,10.1
0.99,0.24,0.69,7.6
1.44,0.16,1.95,16.9
1.15,0.24,1.22,20.7
1.32,0.21,1.0,8.0
2.82,0.2,6.17,18.5
2.22,0.33,3.82,19.8
0.99,0.16,2.12,21.7
0.58,0.19,0.0,7.8
1.17,0.1,2.86,21.9
0.6,0.21,0.0,13.6
1.03,0.23,1.8,13.5
1.92,0.14,1.92,5.8
1.0,0.16,0.0,11.4
1.09,0.21,1.33,14.7
0.83,0.29,1.38,14.3
1.19,0.29,1.85,9.3
0.88,0.24,0.97,19.5
0.97,0.23,0.57,5.1
4.45,0.26,13.73,26.5
0.84,0.2,0.33,7.2
1.44,0.14,1.0,11.0
0.92,0.24,1.11,15.6
1.69,0.22,2.69,14.5
0.94,0.23,0.0,10.5
1.12,0.16,2.0,16.0
1.32,0.26,2.03,19.3
0.7,0.17,0.44,5.3
1.06,0.17,0.73,14.6
0.88,0.18,1.4,13.6
1.06,0.14,1.27,14.6
1.46,0.21,1.9,6.7
1.53,0.22,3.0,33.0
1.38,0.29,0.74,8.8
1.18,0.2,2.71,12.0
0.76,0.05,2.75,21.1
1.24,0.15,1.12,19.1
1.21,0.27,3.74,20.4
0.82,0.14,0.72,3.6
3.3,0.2,11.32,37.7
1.48,0.16,3.35,28.7
1.64,0.25,2.94,7.4
0.73,0.19,0.0,7.2
0.91,0.12,1.25,12.5
1.21,0.26,2.82,13.9
1.41,0.21,0.89,8.9
1.47,0.17,3.77,20.8
1.33,0.18,3.37,22.5
0.63,0.21,0.36,8.7
1.97,0.24,5.36,15.5
1.09,0.24,2.88,18.6
1.25,0.23,3.6,25.6
0.9,0.17,2.12,10.1
2.46,0.17,14.5,45.8
0.77,0.11,2.97,19.8
1.59,0.18,2.99,14.4
0.83,0.18,0.16,12.2
1.25,0.25,1.64,10.6
0.85,0.26,0.0,6.2
1.05,0.21,1.18,4.1
1.38,0.2,2.46,10.7
2.05,0.24,0.0,15.2
1.05,0.16,0.0,12.7
0.91,0.17,2.26,8.3
1.32,0.25,2.13,6.1
1.18,0.2,0.92,23.9
0.88,0.23,0.82,11.5
1.27,0.22,2.69,9.7
1.23,0.23,1.75,10.5
1.35,0.21,1.34,10.1
1.16,0.2,0.0,15.0
1.3,0.25,0.82,7.4
1.41,0.25,3.36,17.6
1.87,0.14,2.55,16.2
1.22,0.2,1.14,11.4
0.95,0.22,1.54,12.3
1.32,0.19,3.2,10.4
1.53,0.2,1.27,8.2
0.82,0.18,0.66,8.0
1.96,0.22,6.35,23.8
0.88,0.24,0.19,5.3
1.6,0.16,1.15,9.2
0.96,0.21,3.11,18.6
0.56,0.12,2.0,16.0
1.18,0.19,0.0,9.6
1.19,0.24,2.44,12.2
0.95,0.21,0.48,17.4
1.32,0.33,2.01,9.5
1.08,0.14,0.68,5.5
1.81,0.3,1.94,14.7
1.52,0.18,3.32,13.3
1.22,0.25,3.7,12.6
1.32,0.15,6.12,26.5
0.49,0.2,1.94,12.9
2.83,0.17,13.46,51.9
0.92,0.16,0.0,8.7
0.39,0.18,0.54,16.1
1.05,0.19,0.46,6.5
0.47,0.21,0.0,11.3
1.06,0.13,1.36,10.9
1.53,0.13,2.31,12.0
0.8,0.22,1.18,11.8
0.62,0.08,1.63,15.8
1.02,0.18,0.95,15.2
2.36,0.3,2.6,9.5
1.03,0.16,2.44,13.0
1.49,0.21,2.44,9.8
0.99,0.25,1.94,14.6
1.09,0.18,0.39,7.0
1.05,0.23,0.0,7.2
0.88,0.15,0.55,7.1
0.46,0.31,0.0,12.6
1.48,0.22,2.78,11.1
1.96,0.22,4.65,23.3
0.57,0.23,0.72,12.9
0.75,0.16,1.16,10.5
4.32,0.26,14.29,27.6
1.49,0.23,5.5,21.1
1.19,0.18,4.3,22.0
0.85,0.18,0.96,7.7
1.18,0.17,2.34,18.1
1.03,0.1,2.83,21.7
1.27,0.19,0.31,6.2
1.36,0.21,1.07,14.4
1.04,0.12,0.0,17.5
1.05,0.3,0.0,10.4
1.12,0.28,0.0,2.3
0.64,0.13,0.52,9.9
1.34,0.15,2.63,7.9
1.3,0.24,1.42,10.8
0.83,0.17,0.71,13.6
1.76,0.24,3.61,19.3
1.15,0.09,1.46,9.5
1.4,0.19,6.45,32.3
1.25,0.19,3.4,12.9
0.96,0.17,0.7,7.7
0.9,0.3,0.0,9.0
0.65,0.19,0.73,6.6
0.85,0.21,2.0,17.3
0.88,0.21,0.34,6.8
1.06,0.22,1.36,8.1
1.9,0.2,2.35,21.2
1.7,0.17,2.15,18.3
2.26,0.28,2.26,6.8
1.12,0.21,1.57,13.3
2.15,0.24,1.2,16.9
2.18,0.17,3.03,21.2
7.04,0.49,26.63,40.8
0.69,0.16,0.79,5.5
1.17,0.18,1.89,10.4
1.19,0.22,0.54,7.4
2.03,0.26,14.8,52.5
1.63,0.27,2.42,14.5
1.25,0.2,1.34,5.8
0.56,0.19,0.0,11.0
0.86,0.19,2.0,7.3
0.96,0.21,0.51,6.1
0.88,0.12,0.4,7.9
1.49,0.2,6.82,40.9
0.98,0.21,2.97,17.8
1.86,0.23,2.02,11.1
1.08,0.21,0.0,5.9
0.96,0.27,1.2,6.8
1.54,0.15,2.51,23.8
1.42,0.28,2.16,19.4
1.53,0.25,5.68,20.5
1.4,0.25,0.93,11.2
1.56,0.21,0.95,19.0
0.86,0.18,0.0,5.5
1.45,0.12,3.41,10.2
0.9,0.2,1.25,16.2
0.91,0.2,0.0,4.4
2.28,0.23,4.12,15.5
1.07,0.12,2.35,14.1
1.18,0.23,2.47,24.7
0.81,0.15,0.47,9.8
0.93,0.21,1.18,7.6
1.13,0.24,0.0,5.4
1.09,0.22,2.22,17.0
0.58,0.24,1.31,12.7
0.95,0.11,0.0,8.1
0.89,0.14,1.26,10.9
3.24,0.3,6.25,22.9
0.82,0.22,1.19,16.7
0.82,0.15,1.29,11.6
1.36,0.19,1.55,14.0
2.62,0.19,14.08,51.4
1.26,0.27,0.0,8.0
2.94,0.17,7.08,21.2
0.96,0.19,5.68,31.8
0.66,0.15,0.43,9.6
1.22,0.15,2.96,21.5
0.9,0.25,1.06,8.5
0.94,0.23,0.0,7.1
1.32,0.25,0.0,4.8
2.09,0.18,6.73,26.9
1.12,0.19,0.43,6.0
1.39,0.24,1.02,17.3
1.25,0.18,0.84,11.8
0.96,0.2,1.59,25.4
2.32,0.15,4.49,13.5
1.36,0.18,2.9,29.0
1.28,0.3,0.0,8.3
2.69,0.29,6.19,11.3
1.52,0.21,5.56,25.9
1.0,0.23,3.51,20.2
1.64,0.16,2.5,8.3
2.35,0.22,3.42,16.4
1.08,0.17,2.11,11.3
3.43,0.19,11.07,33.6
1.44,0.2,1.69,6.8
1.19,0.23,2.41,10.8
0.9,0.22,2.8,14.0
1.32,0.22,0.99,11.9
1.15,0.21,0.0,11.1
1.75,0.26,5.8,27.5
1.05,0.23,1.48,15.2
1.2,0.28,1.43,10.7
0.86,0.24,0.0,0.8
0.43,0.16,0.56,7.9
1.06,0.24,1.86,14.9
1.22,0.17,1.61,8.9
1.48,0.12,2.2,15.0
1.48,0.2,2.22,24.4
1.33,0.2,4.04,19.2
0.96,0.21,1.47,8.1
0.69,0.28,0.0,9.5
1.59,0.28,0.66,7.9
1.27,0.21,1.17,9.3
1.29,0.16,1.1,11.0
1.9,0.27,3.33,20.7
0.77,0.21,0.29,9.4
0.81,0.31,0.0,9.6
1.01,0.15,2.94,18.6
1.48,0.2,2.05,11.0
0.54,0.19,0.0,5.5
1.63,0.19,0.0,4.4
1.04,0.19,3.36,8.4
1.16,0.2,5.81,31.4
1.52,0.18,2.72,20.4
1.06,0.18,1.57,22.0
1.47,0.17,6.56,34.4
1.14,0.22,1.04,9.3
1.05,0.25,0.99,11.9
0.59,0.21,0.0,9.4
2.01,0.24,5.19,13.0
1.11,0.23,3.12,12.5
0.77,0.17,0.58,6.9
0.84,0.25,0.57,7.4
1.24,0.19,3.51,16.4
1.83,0.17,4.17,29.9
0.91,0.16,2.92,19.3
2.58,0.26,9.33,27.3
1.39,0.19,3.18,15.3
0.48,0.12,1.82,34.5
1.0,0.12,0.0,7.6
0.95,0.22,2.4,12.8
1.44,0.23,1.11,12.2
1.13,0.18,0.98,12.7
1.16,0.22,0.0,11.5
0.9,0.24,0.0,13.4
1.73,0.18,2.47,9.3
0.69,0.22,0.88,6.1
1.01,0.11,0.0,5.3
2.73,0.18,8.72,30.7
1.1,0.24,1.35,14.9
1.6,0.18,1.37,9.9
1.2,0.21,1.15,11.7
0.72,0.2,1.42,12.5
1.2,0.13,0.0,4.6
2.38,0.25,8.62,37.1
1.79,0.31,2.22,11.7
0.89,0.15,0.83,14.6
0.46,0.17,0.0,13.7
0.92,0.1,0.83,14.9
1.13,0.32,1.4,12.6
1.29,0.21,4.59,31.7
0.74,0.11,1.0,10.0
0.89,0.24,0.5,8.3
1.3,0.2,1.82,24.1
1.41,0.26,1.1,30.8
1.13,0.18,2.74,32.4
0.8,0.17,0.48,8.2
1.97,0.15,6.0,27.0
1.57,0.19,1.86,11.2
0.94,0.22,2.98,13.7
1.62,0.2,3.57,19.0
0.8,0.2,1.14,22.7
1.45,0.23,0.0,13.4
1.23,0.28,1.2,8.4
0.84,0.19,0.0,8.5
1.32,0.17,0.76,5.3
1.56,0.22,4.41,19.9
0.98,0.22,3.12,14.6
0.71,0.11,2.88,13.5
1.1,0.15,1.08,19.9
0.9,0.19,0.6,7.1
1.47,0.21,2.27,18.2
